,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179
0,0.7187307,0.6472381,0.6401674,0.659454,0.6458547,0.677456,0.695706,0.67397904,0.68575794,0.69872874,0.69291335,0.72337013,0.071314454,0.5088964,0.5751728,0.06933038,0.058089223,0.35353166,3.7702527,11.743284,17.04953,25.374945,26.735252,8.323501,1.1855235,0.2358423,0.39905235,0.30908293,0.5690031,1.0097884,0.44473854,1.2614192,9.939733,12.727462,6.3686433,1.9706771,0.437739,0.34376806,0.24337077,0.0779611,0.03652911,0.05699514,0.12990431,0.5367908,1.1372874,1.1129942,1.0767884,0.87954324,0.8446024,0.73569316,0.36687726,0.09543431,0.027744371,0.048350893,0.19180788,0.40152347,0.36144474,0.19146049,0.097327955,0.05093397,0.044440918,0.09410952,0.540585,0.94741136,0.5917765,0.32548073,0.16474018,0.08281788,0.25418615,0.6096627,0.40079054,0.23785529,0.41044262,0.28325287,0.12068563,0.06238264,0.053214073,0.18938822,0.90949833,0.9458868,0.3285195,0.1081545,0.047215562,0.14090711,0.14464381,0.08238101,0.053002816,0.03505701,0.07524209,0.06559308,0.030782104,0.017332822,0.01140421,0.020906132,0.02937148,0.036242332,0.0433128,0.020051679,0.01208373,0.026204929,0.028511656,0.009840667,0.018746603,0.027396671,0.008635834,0.002740241,0.0045943675,0.004506511,0.0026047614,0.003013449,0.0024347082,0.0025407535,0.0026835974,0.0016748029,0.0014330617,0.0010392835,0.0008004131,0.00063286966,0.0005389612,0.00026558683,0.00028004817,0.00031909265,0.00025352417,0.00033507077,0.00025718744,0.00031526558,0.0004375203,0.0004287437,0.0003847979,0.00050062686,0.000488751,0.00062127685,0.00078954204,0.0011102103,0.00095100614,0.0011108777,0.0010319784,0.0011820315,0.0012059181,0.0009948985,-391.6716,130.34058,17.822891,17.005787,12.085042,25.657682,3.689971,1.4224967,10.490781,4.211532,-3.6566455,5.265842,-4.4569745,-1.9212118,5.408969,1.5751629,1.4879903,2.5777845,-0.2917693,0.5614462,1.7279539,-1.4381276,-3.3492405,-0.20310457,-1.6450863,-4.3041453,-2.7671654,0.23714934,0.07257787,-0.022969274,-0.52257025,2.218081,4.0502524,3.3954349,2.9740067,1.0287343,-0.22031945,0.059655435,0.2623261,1.5942858
1,0.69914794,0.64759153,0.6360921,0.6310638,0.5959075,0.6270812,0.6973164,0.6811936,0.69776785,0.71518713,0.7161301,0.7110092,0.06763301,0.5437004,0.60826296,0.08949171,0.14362422,0.2797471,3.4613543,14.089201,16.882195,17.58603,14.544626,3.655494,0.49403393,0.13420781,0.26203647,0.5056789,0.7822598,1.0741152,0.5439069,1.3436066,5.2932706,7.2296867,3.0447617,0.72335434,0.29103804,0.41964093,0.41080654,0.14665627,0.045413125,0.06543151,0.3190546,0.43095365,0.37664035,0.35114866,0.8262633,1.5011234,1.4357432,0.72574836,0.3442207,0.15302971,0.1275227,0.15123531,0.12852907,0.32286626,0.39221033,0.35534206,0.17290731,0.108627334,0.113975994,0.13537371,0.63622725,1.2277994,1.2525451,0.8071827,0.21673863,0.18281011,0.2071008,0.44461343,0.50126576,0.28736496,0.14639789,0.04951232,0.037563335,0.049807865,0.19985001,0.19002244,0.18553026,0.14093322,0.046316903,0.08381594,0.1596677,0.056595877,0.050078746,0.023351615,0.044833366,0.07335077,0.034870706,0.026622834,0.011558261,0.011648949,0.008740423,0.009017699,0.007883872,0.008435171,0.008130394,0.008556213,0.0077058296,0.008316591,0.011989913,0.012570485,0.0039369636,0.0041900277,0.0031659727,0.0016341964,0.0012946597,0.0018151667,0.0010296042,0.00079999113,0.0008300678,0.0008547355,0.00078839733,0.00082074385,0.000469548,0.0003469024,0.00021071931,0.00020082471,0.00022689553,0.00014233631,9.29135e-05,0.0001175576,0.000110093606,0.00012523055,0.000104839,0.00015245742,0.0002250788,0.00019625825,0.0002705686,0.00039546657,0.00035636663,0.0005071629,0.0005592144,0.00063261925,0.0006755533,0.00069278496,0.0006091017,0.00048684658,0.00045588895,0.00031341022,-407.08337,137.24348,20.082747,17.101702,11.507296,27.003946,5.9716544,1.159843,9.874642,6.397271,-2.3249516,6.427294,-1.804925,-1.9792426,5.200017,2.9257758,1.3695999,1.8806697,1.3952672,-0.24484988,1.1975782,-1.3964125,-3.198256,0.68757194,-2.0500498,-3.974499,-2.9111311,0.55192214,-1.1682643,-0.7150107,-1.627876,0.8235884,3.4225886,2.404692,2.2311862,0.77357584,-0.21556139,-1.1315633,-0.89375436,1.2177687
2,0.6049874,0.5843973,0.5642255,0.56693584,0.55001515,0.581176,0.63565767,0.66903496,0.70258343,0.70398545,0.73414135,0.6665191,2.5670662,0.9266085,0.63493896,0.06915011,0.086326696,0.119175315,1.5440972,9.634442,32.345673,44.66928,18.26028,1.9385474,0.25616562,0.07589942,0.18438765,0.53969806,1.3850954,2.277803,3.3133314,4.5515103,3.4497569,1.285241,0.6192064,0.61536777,1.0133584,0.8662268,0.300261,0.07820121,0.10512401,0.25652573,0.24978584,0.2432067,0.3223878,0.33091703,0.23429357,0.08190293,0.03598699,0.07252142,0.6111025,0.9655502,0.46993104,0.23174566,0.100794144,0.053385668,0.027058566,0.024810309,0.05095288,0.25442493,0.5304795,0.36473256,0.19288239,0.08399116,0.05288344,0.02626894,0.08479161,0.5898943,0.6288312,0.20353614,0.10805361,0.046829734,0.06541344,0.18539299,0.2417075,0.17183198,0.098192886,0.11141243,0.18256423,0.13845304,0.10590629,0.15159538,0.114327826,0.09365018,0.04612112,0.033812784,0.0407914,0.043279607,0.028497458,0.009571553,0.010533271,0.013293298,0.008206214,0.0074560377,0.0139951,0.014232055,0.017145313,0.02113095,0.02042276,0.011553686,0.03322718,0.04282575,0.0099163335,0.007836434,0.012097411,0.003277258,0.0016453713,0.0014807135,0.0014894933,0.0007108154,0.00052451715,0.000655842,0.00047244548,0.0005371359,0.00074839755,0.00055602373,0.00021531832,0.00015207232,0.00010519883,9.051277e-05,0.00010080568,9.232502e-05,0.00017237273,0.00020554717,0.00018436005,0.00029367974,0.00047341714,0.00052110455,0.00033683956,0.0005389085,0.0005306338,0.00040289585,0.00041481483,0.00084686314,0.0008227779,0.000912841,0.0009795588,0.00073858484,0.00061384815,0.00051976606,-392.63657,132.5479,18.743921,18.74689,17.404882,30.042526,6.6796145,1.1080725,10.342472,6.8401823,-5.593117,7.5386653,0.9523211,-4.386074,5.304075,3.7951999,2.5145288,2.3176012,-0.099286504,-0.68937147,1.7194179,-0.65217626,-3.8510652,0.10035638,-0.94332105,-3.8986313,-2.6339707,1.294751,0.7775385,-1.4307404,0.53494215,1.6893995,1.2900025,3.604252,4.570595,3.3968787,3.9842038,4.1789684,3.1578,4.6628957
3,0.5942465,0.55429494,0.54637265,0.54476774,0.5066515,0.5247544,0.6053187,0.66846573,0.7133023,0.7250281,0.7206955,0.68272567,0.055349514,0.4768827,0.54372054,0.06598184,0.11480275,0.12634307,1.4700906,11.298637,32.671505,38.312447,12.986734,0.98454297,0.1317885,0.043624416,0.03940852,0.3757764,1.2558293,2.7024932,3.2748225,2.7913177,1.9561719,0.49841192,0.16763857,0.28806752,0.6740117,0.5729594,0.19483958,0.05636302,0.038441338,0.20332915,0.32982877,0.1880156,0.25934112,0.24749745,0.14477482,0.052336585,0.027799193,0.017021252,0.07733706,0.48830742,0.6617533,0.27262434,0.08144546,0.035071842,0.015315202,0.014846572,0.010399801,0.036036946,0.22072156,0.3863321,0.18823254,0.039936095,0.014129896,0.014449409,0.03658633,0.091312535,0.30999956,0.26754215,0.25693038,0.10219526,0.06561704,0.1003642,0.12436958,0.115479544,0.11879026,0.20982336,0.12515393,0.11503748,0.26074913,0.11364388,0.0382837,0.026909443,0.035783306,0.035658773,0.019217234,0.0153225195,0.01482774,0.022952572,0.0125639085,0.010133318,0.009577373,0.010353136,0.01029648,0.0119550675,0.023677424,0.02274825,0.01000677,0.018093757,0.04219737,0.032367058,0.01612799,0.010288406,0.0058263047,0.0037848938,0.0031107976,0.0023669251,0.0011570798,0.0009083875,0.0005864621,0.0007450665,0.00036119687,0.00034937533,0.000616026,0.0006067993,0.0003592144,0.00024803024,0.00027151816,0.00021480821,0.00011890817,8.809583e-05,0.00010989642,0.00011986136,0.00010685376,0.0002113201,0.00041136722,0.0003999815,0.00044549568,0.00052423804,0.00037286794,0.00045457095,0.0004989701,0.00066103146,0.00056951615,0.00062845054,0.00075446966,0.00075442577,0.0008360531,0.0007795439,-397.22394,135.03865,15.596501,20.232191,17.332876,30.68555,5.7782955,-0.73753047,9.506318,5.821667,-5.962592,5.953584,-1.2834846,-3.730895,1.7679474,2.7943025,1.5118667,2.1823485,-0.6322548,-2.222239,0.7248077,-2.362267,-6.117529,-0.073145494,-2.1330507,-6.183846,-4.6411595,-1.2565393,-1.6849686,-2.943487,-2.2833703,-0.045965414,0.83918405,1.5520289,3.5340052,3.1326444,2.6927185,3.3560295,2.6408374,4.5705004
4,0.70374644,0.7037794,0.6806258,0.6601935,0.6428012,0.6186976,0.66265064,0.64928657,0.6695107,0.7065262,0.7240512,0.69640666,0.10130866,0.9130511,1.0340741,0.10245634,0.16095003,0.29810238,2.4317129,7.756497,15.812764,11.621774,7.27641,17.63298,14.326827,4.472545,0.6192836,0.52629274,0.4631127,0.6561381,0.8776089,0.29175904,0.20142499,1.5002342,6.3285847,3.9145343,0.7721686,0.5616105,0.53456634,0.32336944,0.16227421,0.0645998,0.099797,0.38017124,0.29347154,0.14893071,0.15588774,0.17191942,0.9109204,1.4439381,0.89420426,0.81173307,0.50665957,0.1422144,0.054774147,0.028869271,0.029224,0.08608139,0.12877457,0.10337315,0.07768792,0.0443115,0.044625197,0.061037872,0.09171344,0.57725006,0.44943216,0.19179234,0.08799248,0.022676522,0.049483567,0.45390213,0.84449184,0.36746424,0.121193625,0.04221407,0.12249155,0.092806295,0.07580784,0.40619665,0.9620993,0.40139073,0.0455638,0.027675414,0.056336474,0.12198319,0.1911289,0.116428025,0.020691218,0.002883073,0.008397021,0.022008857,0.015982607,0.00464835,0.0057370975,0.01826193,0.017237443,0.0072013913,0.0057534683,0.022708395,0.02582657,0.014442711,0.03722622,0.053374927,0.020272885,0.0060950145,0.0057231504,0.004843693,0.004805903,0.002633544,0.0013861463,0.0016956156,0.0016380686,0.0010687453,0.0010250123,0.0007289466,0.001366333,0.0015234429,0.0008445292,0.0006585638,0.0005423125,0.00046511507,0.000204552,0.00022074983,0.00032041472,0.00025432964,0.00026672255,0.00088885153,0.0009988397,0.00085994875,0.00094869355,0.0012191975,0.0009931307,0.0011316336,0.0012304623,0.0009459593,0.0008358002,0.0008282987,0.0006174421,0.00048951013,-412.07553,124.512474,19.110085,26.78759,20.506138,25.433273,10.523342,4.204612,8.027857,7.209587,1.2681998,4.8971944,-0.06455947,-1.1198668,2.7304912,3.5326746,4.7866726,3.6020856,-1.1415322,1.1967101,2.8678622,-1.3825408,-2.3119328,1.8981245,-1.2336502,-3.2235715,0.5541065,0.99565643,1.2770922,1.3198802,0.8834028,0.44202024,0.89935344,0.53803694,0.08863579,0.53050745,0.2649341,-0.5006536,0.16339599,1.041957
5,0.6571761,0.65106106,0.6080729,0.6166588,0.57766485,0.6127606,0.6936304,0.6954719,0.68584067,0.6638745,0.6553235,0.6523646,0.098149374,0.96434397,1.0970778,0.10599669,0.08178868,0.19994193,3.3567498,15.276508,17.033354,15.39458,32.90637,25.130257,5.8961267,0.81237686,0.37070543,0.5474485,0.8610687,0.7323877,0.40801552,1.5454165,4.8690963,3.1653292,4.1920686,4.677331,2.2712786,1.172301,0.3699897,0.08981647,0.025550704,0.12477486,0.7496617,0.7212336,0.2960061,1.0843999,3.3245957,2.3207502,0.8291701,0.57280767,0.3668153,0.14887846,0.09026291,0.15639323,0.23770365,0.12479999,0.07583042,0.117048256,0.13972281,0.06357565,0.046203766,0.22130252,0.4025696,0.1788357,0.100846775,0.060507935,0.07621892,0.25704837,0.3136442,0.23673552,0.24431734,0.14063969,0.060330324,0.14701377,0.5028912,0.6688337,0.21799448,0.17891817,0.27428415,0.12896368,0.42877537,1.8079365,0.74825835,0.2803854,0.08634635,0.107037775,0.16009496,0.14376277,0.026494885,0.013601376,0.009442881,0.04159748,0.03248644,0.0077161393,0.009038593,0.023065211,0.032170456,0.021529943,0.034763396,0.037530735,0.030429848,0.024434283,0.039722912,0.009202729,0.004657198,0.0062034684,0.0038697037,0.0044274926,0.0025752904,0.00086524227,0.0018698788,0.0020527027,0.001355496,0.0012176957,0.0019062776,0.0012020135,0.000884392,0.0008491206,0.00050045655,0.00026684758,0.00019592322,0.00018078346,0.00013719799,0.00029459182,0.00039675826,0.00046723193,0.0004999801,0.0005673964,0.00061620347,0.00066486007,0.0013009657,0.0016161818,0.0016971572,0.0023140963,0.0014989341,0.001591815,0.0027589402,0.0034958837,0.005417471,0.006315385,-384.83795,133.54509,15.4242935,19.516592,16.230526,24.572248,7.3274565,0.18744524,9.059576,7.9750338,-0.30951467,4.8315673,-2.3590012,-3.1771204,2.6974847,0.30291185,3.4873168,5.442873,-2.8046057,-1.3826417,2.9096918,-0.464344,-4.050804,0.31011832,-1.9248374,-4.6595654,-0.96029717,0.75898755,2.8579495,2.341761,2.834822,2.1882014,2.6526666,2.0653038,1.2983037,1.3211412,-0.7123571,-1.0767717,-2.1130261,0.91715413
6,0.6429138,0.59336495,0.5794051,0.595288,0.59812355,0.65085816,0.69217134,0.67500967,0.64815474,0.6942188,0.69258654,0.65916955,0.09254,0.90750307,1.0631714,0.12275239,0.1531731,0.53788054,5.2346177,17.211426,23.021824,42.729618,31.117985,4.7570543,0.62632525,0.33891472,0.64891785,0.67575735,0.9809348,0.7104251,1.6175231,2.8967001,3.5724335,1.9796227,1.1731642,0.5132057,0.45661795,0.207836,0.08202863,0.14103793,0.44013178,0.80096847,1.345199,1.0175446,0.5957269,0.2756351,0.08637198,0.07054869,0.5325684,2.810608,3.757621,1.5106399,0.7192014,0.45091867,0.21076111,0.09562179,0.12943953,0.09173129,0.20322172,0.3904344,0.2768565,0.24889359,0.50641274,0.41899157,0.09375537,0.18423536,1.0309191,1.0903295,0.70797664,0.42707744,0.30039737,0.12819092,0.13296232,0.43933183,0.15631826,0.06429865,0.11628825,0.2749659,0.38611236,0.11745414,0.07554089,0.4197863,0.44229248,0.22223279,0.110926464,0.11862387,0.14132898,0.06883327,0.026575651,0.01641392,0.02368818,0.03606984,0.021099538,0.010173201,0.01727253,0.031089647,0.026006205,0.012743481,0.013547066,0.026195133,0.019556448,0.02751325,0.028390722,0.007534549,0.0102157565,0.0069984715,0.004642619,0.010026839,0.0041387766,0.001418109,0.0019435022,0.0008477875,0.0011753893,0.0013799084,0.00082076754,0.00098765,0.0013193159,0.00050122745,0.00033461512,0.00028406823,0.00037295374,0.00029584343,0.0003131458,0.00044794343,0.0006429748,0.00073902495,0.0007444279,0.00070493855,0.0010504256,0.00088374753,0.0008193178,0.0010044008,0.0013840192,0.0016293343,0.0019883292,0.0013420056,0.0011603972,0.00095611624,0.001015874,0.0015793996,-377.03748,129.83783,20.060371,19.363882,16.729898,27.184832,8.164477,-0.50913036,9.389922,9.793614,-3.032349,6.081061,0.10382854,-4.4560657,2.3192208,2.8124974,2.2074785,1.0923481,-1.4223022,-0.053812083,-0.0804342,-1.3556714,-3.4569457,-1.2036597,-2.3014581,-4.535812,-1.5083326,-1.2895237,-0.96395737,-1.4177611,0.10951509,0.34711155,1.0396268,2.5417235,2.8409705,3.6815884,1.3769112,0.19300433,-0.7410137,-0.06734663
7,0.66013163,0.63656837,0.637613,0.65073246,0.6508932,0.6695925,0.71272916,0.70780563,0.6739337,0.65254575,0.6587724,0.6580337,0.08944987,0.8991487,1.0379949,0.10628496,0.11793857,0.54906285,4.0788484,16.447327,19.417608,16.268438,22.000286,12.166198,1.6417736,0.35980186,0.35651767,0.49868846,1.266796,0.62903225,0.6506409,0.8581437,1.3488059,1.4841046,2.3047316,1.8375425,0.8729463,0.65780073,0.1724911,0.103382275,0.24928814,0.30223098,0.68111074,1.0514445,0.5645489,0.3386693,0.60019034,0.49443594,0.30226788,0.90040183,0.9427109,0.52364016,0.44488677,0.48457646,0.3381141,0.15258676,0.06816709,0.05455199,0.10927992,0.14306246,0.14434332,0.2149254,0.35015136,0.25794974,0.09512851,0.109589614,0.35010764,0.37430906,0.33471507,0.18020043,0.15648755,0.29335055,1.0184953,0.61965716,0.13115253,0.09048481,0.06928167,0.081988595,0.16776417,0.1672343,0.21301332,0.5666716,0.21555436,0.04412241,0.020736659,0.019856855,0.09275932,0.07104806,0.0067684418,0.0033047306,0.0068573393,0.019584192,0.015518106,0.010163657,0.009087271,0.012600844,0.017470676,0.012991144,0.013800167,0.021491991,0.0232589,0.015102116,0.009619367,0.0069043,0.0077732718,0.006875389,0.0041980892,0.0033602985,0.0019355923,0.00064544,0.0010551849,0.0010864814,0.0011016019,0.00082023686,0.00078234577,0.0007849389,0.0008145684,0.0009941189,0.0004351785,0.00022136133,0.00017204952,0.00017982189,0.00023171297,0.0003052895,0.00052291405,0.00043051032,0.0004136602,0.00040514555,0.0003683047,0.00032035937,0.00035410185,0.0005550039,0.0008998257,0.00084371876,0.00049019506,0.00037631675,0.00070841773,0.0008228429,0.000554023,0.0004570597,-398.22513,135.13657,16.927113,26.348553,17.972363,26.109173,8.16644,3.8437645,7.310695,6.0861883,1.4372799,2.8296921,-1.5898664,-0.4959961,0.77552515,0.46267948,4.8293047,4.052904,-3.8517427,-1.3856239,1.8619168,-1.0594708,-4.4742947,0.9272231,-1.6542305,-3.7820683,-2.7837143,-0.8286892,1.0473777,-1.5772051,1.9506332,2.3032353,1.6895837,1.896952,2.316158,1.5747528,-0.7325901,-0.56614166,-1.4716729,1.2462715
8,0.612982,0.6437516,0.599244,0.5895287,0.59724104,0.62705815,0.7087559,0.68051416,0.6727672,0.6924634,0.7287772,0.63023466,0.0761755,0.88603264,1.0244007,0.10521198,0.1525544,0.22901621,3.5873551,12.133076,15.076941,28.759918,7.986959,0.32391787,0.031518616,0.025582034,0.21000636,0.49582613,0.34810674,0.21696973,0.21747144,0.45746607,0.16250145,0.06013014,0.5327302,0.831158,0.29251745,0.09957348,0.023602499,0.003868416,0.027477302,0.112425864,0.14483297,0.1300409,0.052786328,0.033518225,0.020548355,0.012746905,0.007021428,0.024357371,0.26157802,0.5828644,0.32148376,0.085536614,0.014182545,0.005953604,0.0042942395,0.008565148,0.019928826,0.02107528,0.039158147,0.04883475,0.024164489,0.008731889,0.02395895,0.032267224,0.006670348,0.020978065,0.057412386,0.036581866,0.050310317,0.026171975,0.013528485,0.035141792,0.09501001,0.10447985,0.05468292,0.046643678,0.05307482,0.052675083,0.054097995,0.01642909,0.01227361,0.024987284,0.013333466,0.0046996432,0.008024932,0.005603957,0.0021575876,0.0027585826,0.0064402325,0.0043160664,0.0030293993,0.00375921,0.006575778,0.012314608,0.008706818,0.004910919,0.006190364,0.009139084,0.0064952252,0.003997136,0.0023714702,0.0022384664,0.0013015186,0.0007536213,0.001017258,0.0013647737,0.0008698457,0.00041786273,0.0005958169,0.0008761374,0.00087543385,0.0008223927,0.00087995915,0.0005565552,0.0005838939,0.0003693396,0.00021438088,0.00017993311,0.00016564701,0.00030963856,0.00027907317,0.00029181718,0.00029241963,0.00019422335,0.00013552961,0.00012044942,0.0002445099,0.00031874268,0.00031220302,0.00034265078,0.00036691374,0.0003198945,0.00023584608,0.00016801822,0.00020286161,0.00020848276,0.00020552381,0.00018307017,-412.12292,132.99112,14.425296,24.348516,18.684938,26.063486,9.682417,7.333859,10.368778,9.572143,3.830629,4.065294,0.5881584,-0.14418878,0.2537478,2.2646828,4.71004,3.034839,-0.29413763,0.048690263,-1.8562589,-0.27292457,-2.5351,-1.1550752,-3.4962146,-2.832897,-1.0401778,-0.048557244,-0.17662194,-2.8537722,-2.5501652,0.3702441,0.42729908,0.8673334,2.678519,4.0434165,0.82883376,1.2812637,-0.38058114,-2.9524019
9,0.63988173,0.6292025,0.6396216,0.65108734,0.66440374,0.7324185,0.74660754,0.71650517,0.718242,0.72043306,0.66569424,0.6232738,0.08305285,0.87526536,1.0084997,0.09169324,0.05792862,0.26082227,4.786916,18.064463,35.762962,29.695602,3.1356041,0.18159448,0.056841932,0.14200355,0.5688394,0.83713675,1.1189096,1.2474185,2.3715923,1.4400464,0.21340534,0.2734598,0.6435462,0.468791,0.3478658,0.5686139,0.31396663,0.114006914,0.08875657,0.14620782,0.22865875,0.18385893,0.18675585,0.69141924,0.87386274,0.68168414,0.32432416,0.17285666,0.14511012,0.06959469,0.032037158,0.07492447,0.169565,0.118989475,0.09836009,0.06202179,0.022862446,0.017035505,0.02832977,0.20456669,0.36020786,0.2391549,0.19724667,0.12107244,0.05213655,0.1189442,0.41940966,0.42979228,0.5255037,0.20574136,0.059538577,0.083384484,0.0748981,0.053265277,0.05666934,0.06364447,0.15819466,0.19596356,0.05892227,0.029566903,0.024577271,0.018780945,0.013380129,0.010140808,0.010105801,0.018742504,0.012170244,0.0055299443,0.0070892135,0.01429685,0.015682435,0.014384055,0.023622582,0.03302671,0.030158635,0.01377941,0.025279619,0.030947162,0.013614974,0.014807537,0.026092239,0.005012011,0.003122782,0.0030614615,0.0018752583,0.0030457133,0.0020240857,0.00042500003,0.0006978951,0.0008970399,0.0015304479,0.0012709554,0.0014962729,0.0012288702,0.0005181259,0.0002033575,0.00011937687,0.00010080388,0.00019345556,0.0003591615,0.00025853704,0.00053280644,0.00044841526,0.0003060028,0.0003800794,0.0004408659,0.0003702714,0.00035022097,0.00027989966,0.00029355683,0.00035303514,0.00035044618,0.0002851929,0.00024533246,0.00029987225,0.0001895292,0.00021872751,0.00020620222,-410.54572,123.11585,22.407183,21.445864,22.33253,24.343927,9.170076,5.0555177,9.185398,8.784005,2.871677,1.5934705,1.4721209,-1.087439,0.58090127,3.8438008,3.3339028,1.3596351,1.5060074,-0.45194867,-1.3868015,2.0146692,-1.0133443,-1.1395028,-1.2309433,-3.029199,-1.1417122,-0.14027166,0.87962294,-1.8201844,-0.7281934,1.1771517,-0.036357954,-0.27092788,1.1466099,2.4066947,0.59469026,2.697026,1.7804939,-0.10730048
